Event,Color,Style,Dress_Path,Accessory_Path
Concert,Yellow,Eco-Friendly Fashionista,Concert/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Eco-Friendly Fashionista/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Concert,Yellow,Eco-Friendly Fashionista,Concert/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Eco-Friendly Fashionista/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Concert,Yellow,Eco-Friendly Fashionista,Concert/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Eco-Friendly Fashionista/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Concert,Yellow,Minimalist Maven,Concert/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Minimalist Maven/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Concert,Yellow,Minimalist Maven,Concert/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Minimalist Maven/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Concert,Yellow,Minimalist Maven,Concert/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Minimalist Maven/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Concert,Yellow,Minimalist Maven,Concert/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Minimalist Maven/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Concert,Yellow,Retro Futurism,Concert/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Retro Futurism/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Concert,Yellow,Retro Futurism,Concert/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Retro Futurism/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Concert,Yellow,Retro Futurism,Concert/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Retro Futurism/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Concert,Yellow,Retro Futurism,Concert/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Retro Futurism/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Concert,Yellow,Streetwear,Concert/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Streetwear/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Concert,Yellow,Streetwear,Concert/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Streetwear/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Concert,Yellow,Streetwear,Concert/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Streetwear/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Concert,Yellow,Streetwear,Concert/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Streetwear/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Concert,Yellow,Vintage Vibes,Concert/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Vintage Vibes/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Concert,Yellow,Vintage Vibes,Concert/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Vintage Vibes/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Concert,Yellow,Vintage Vibes,Concert/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Vintage Vibes/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Concert,Yellow,Vintage Vibes,Concert/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Vintage Vibes/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Night Club,Blue,Bold and Bright,Night Club/Blue/Bold and Bright/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Bold and Bright/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Night Club,Blue,Bold and Bright,Night Club/Blue/Bold and Bright/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Bold and Bright/Accessories/61Us78ljbvL.jpg
Night Club,Blue,Bold and Bright,Night Club/Blue/Bold and Bright/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Bold and Bright/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Night Club,Blue,Casual Comfort,Night Club/Blue/Casual Comfort/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Casual Comfort/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Night Club,Blue,Casual Comfort,Night Club/Blue/Casual Comfort/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Casual Comfort/Accessories/61Us78ljbvL.jpg
Night Club,Blue,Casual Comfort,Night Club/Blue/Casual Comfort/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Casual Comfort/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Night Club,Blue,Eco-Friendly Fashionista,Night Club/Blue/Eco-Friendly Fashionista/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Eco-Friendly Fashionista/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Night Club,Blue,Eco-Friendly Fashionista,Night Club/Blue/Eco-Friendly Fashionista/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Eco-Friendly Fashionista/Accessories/61Us78ljbvL.jpg
Night Club,Blue,Eco-Friendly Fashionista,Night Club/Blue/Eco-Friendly Fashionista/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Eco-Friendly Fashionista/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Night Club,Blue,Minimalist Maven,Night Club/Blue/Minimalist Maven/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Minimalist Maven/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Night Club,Blue,Minimalist Maven,Night Club/Blue/Minimalist Maven/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Minimalist Maven/Accessories/61Us78ljbvL.jpg
Night Club,Blue,Minimalist Maven,Night Club/Blue/Minimalist Maven/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Minimalist Maven/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Night Club,Blue,Retro Futurism,Night Club/Blue/Retro Futurism/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Retro Futurism/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Night Club,Blue,Retro Futurism,Night Club/Blue/Retro Futurism/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Retro Futurism/Accessories/61Us78ljbvL.jpg
Night Club,Blue,Retro Futurism,Night Club/Blue/Retro Futurism/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Retro Futurism/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Night Club,Blue,Streetwear,Night Club/Blue/Streetwear/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Streetwear/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Night Club,Blue,Streetwear,Night Club/Blue/Streetwear/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Streetwear/Accessories/61Us78ljbvL.jpg
Night Club,Blue,Streetwear,Night Club/Blue/Streetwear/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Streetwear/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Night Club,Blue,Vintage Vibes,Night Club/Blue/Vintage Vibes/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Vintage Vibes/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Night Club,Blue,Vintage Vibes,Night Club/Blue/Vintage Vibes/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Vintage Vibes/Accessories/61Us78ljbvL.jpg
Night Club,Blue,Vintage Vibes,Night Club/Blue/Vintage Vibes/Dress/123111-ruffle-blue-wedding-dress.jpeg,Night Club/Blue/Vintage Vibes/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Night Club,Green,Bold and Bright,Night Club/Green/Bold and Bright/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Bold and Bright/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Night Club,Green,Bold and Bright,Night Club/Green/Bold and Bright/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Bold and Bright/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Night Club,Green,Bold and Bright,Night Club/Green/Bold and Bright/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Bold and Bright/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Night Club,Green,Casual Comfort,Night Club/Green/Casual Comfort/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Casual Comfort/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Night Club,Green,Casual Comfort,Night Club/Green/Casual Comfort/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Casual Comfort/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Night Club,Green,Casual Comfort,Night Club/Green/Casual Comfort/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Casual Comfort/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Night Club,Green,Eco-Friendly Fashionista,Night Club/Green/Eco-Friendly Fashionista/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Eco-Friendly Fashionista/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Night Club,Green,Eco-Friendly Fashionista,Night Club/Green/Eco-Friendly Fashionista/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Eco-Friendly Fashionista/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Night Club,Green,Eco-Friendly Fashionista,Night Club/Green/Eco-Friendly Fashionista/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Eco-Friendly Fashionista/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Night Club,Green,Minimalist Maven,Night Club/Green/Minimalist Maven/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Minimalist Maven/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Night Club,Green,Minimalist Maven,Night Club/Green/Minimalist Maven/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Minimalist Maven/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Night Club,Green,Minimalist Maven,Night Club/Green/Minimalist Maven/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Minimalist Maven/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Night Club,Green,Retro Futurism,Night Club/Green/Retro Futurism/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Retro Futurism/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Night Club,Green,Retro Futurism,Night Club/Green/Retro Futurism/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Retro Futurism/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Night Club,Green,Retro Futurism,Night Club/Green/Retro Futurism/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Retro Futurism/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Night Club,Green,Streetwear,Night Club/Green/Streetwear/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Streetwear/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Night Club,Green,Streetwear,Night Club/Green/Streetwear/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Streetwear/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Night Club,Green,Streetwear,Night Club/Green/Streetwear/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Streetwear/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Night Club,Green,Vintage Vibes,Night Club/Green/Vintage Vibes/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Vintage Vibes/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Night Club,Green,Vintage Vibes,Night Club/Green/Vintage Vibes/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Vintage Vibes/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Night Club,Green,Vintage Vibes,Night Club/Green/Vintage Vibes/Dress/Etsy-ethical-wedding-dress.png,Night Club/Green/Vintage Vibes/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Night Club,Orange,Bold and Bright,Night Club/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Night Club/Orange/Bold and Bright/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Night Club,Orange,Bold and Bright,Night Club/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Bold and Bright/Accessories/710XWpEzxML._AC_UY1000_.jpg
Night Club,Orange,Bold and Bright,Night Club/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Bold and Bright/Accessories/bagorange.jpg
Night Club,Orange,Bold and Bright,Night Club/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Bold and Bright/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Night Club,Orange,Casual Comfort,Night Club/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Night Club/Orange/Casual Comfort/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Night Club,Orange,Casual Comfort,Night Club/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Casual Comfort/Accessories/710XWpEzxML._AC_UY1000_.jpg
Night Club,Orange,Casual Comfort,Night Club/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Casual Comfort/Accessories/bagorange.jpg
Night Club,Orange,Casual Comfort,Night Club/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Casual Comfort/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Night Club,Orange,Eco-Friendly Fashionista,Night Club/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Night Club/Orange/Eco-Friendly Fashionista/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Night Club,Orange,Eco-Friendly Fashionista,Night Club/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Eco-Friendly Fashionista/Accessories/710XWpEzxML._AC_UY1000_.jpg
Night Club,Orange,Eco-Friendly Fashionista,Night Club/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Eco-Friendly Fashionista/Accessories/bagorange.jpg
Night Club,Orange,Eco-Friendly Fashionista,Night Club/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Eco-Friendly Fashionista/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Night Club,Orange,Minimalist Maven,Night Club/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Night Club/Orange/Minimalist Maven/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Night Club,Orange,Minimalist Maven,Night Club/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Minimalist Maven/Accessories/710XWpEzxML._AC_UY1000_.jpg
Night Club,Orange,Minimalist Maven,Night Club/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Minimalist Maven/Accessories/bagorange.jpg
Night Club,Orange,Minimalist Maven,Night Club/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Minimalist Maven/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Night Club,Orange,Retro Futurism,Night Club/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Night Club/Orange/Retro Futurism/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Night Club,Orange,Retro Futurism,Night Club/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Retro Futurism/Accessories/710XWpEzxML._AC_UY1000_.jpg
Night Club,Orange,Retro Futurism,Night Club/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Retro Futurism/Accessories/bagorange.jpg
Night Club,Orange,Retro Futurism,Night Club/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Retro Futurism/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Night Club,Orange,Streetwear,Night Club/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Night Club/Orange/Streetwear/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Night Club,Orange,Streetwear,Night Club/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Streetwear/Accessories/710XWpEzxML._AC_UY1000_.jpg
Night Club,Orange,Streetwear,Night Club/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Streetwear/Accessories/bagorange.jpg
Night Club,Orange,Streetwear,Night Club/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Streetwear/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Night Club,Orange,Vintage Vibes,Night Club/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Night Club/Orange/Vintage Vibes/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Night Club,Orange,Vintage Vibes,Night Club/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Vintage Vibes/Accessories/710XWpEzxML._AC_UY1000_.jpg
Night Club,Orange,Vintage Vibes,Night Club/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Vintage Vibes/Accessories/bagorange.jpg
Night Club,Orange,Vintage Vibes,Night Club/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Night Club/Orange/Vintage Vibes/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Night Club,Purple,Bold and Bright,Night Club/Purple/Bold and Bright/Dress/11.jpg,Night Club/Purple/Bold and Bright/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Night Club,Purple,Bold and Bright,Night Club/Purple/Bold and Bright/Dress/11.jpg,Night Club/Purple/Bold and Bright/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Night Club,Purple,Bold and Bright,Night Club/Purple/Bold and Bright/Dress/11.jpg,Night Club/Purple/Bold and Bright/Accessories/purple-wedding-shoes-CBYFET.jpg
Night Club,Purple,Casual Comfort,Night Club/Purple/Casual Comfort/Dress/11.jpg,Night Club/Purple/Casual Comfort/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Night Club,Purple,Casual Comfort,Night Club/Purple/Casual Comfort/Dress/11.jpg,Night Club/Purple/Casual Comfort/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Night Club,Purple,Casual Comfort,Night Club/Purple/Casual Comfort/Dress/11.jpg,Night Club/Purple/Casual Comfort/Accessories/purple-wedding-shoes-CBYFET.jpg
Night Club,Purple,Eco-Friendly Fashionista,Night Club/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Night Club/Purple/Eco-Friendly Fashionista/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Night Club,Purple,Eco-Friendly Fashionista,Night Club/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Night Club/Purple/Eco-Friendly Fashionista/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Night Club,Purple,Eco-Friendly Fashionista,Night Club/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Night Club/Purple/Eco-Friendly Fashionista/Accessories/purple-wedding-shoes-CBYFET.jpg
Night Club,Purple,Minimalist Maven,Night Club/Purple/Minimalist Maven/Dress/11.jpg,Night Club/Purple/Minimalist Maven/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Night Club,Purple,Minimalist Maven,Night Club/Purple/Minimalist Maven/Dress/11.jpg,Night Club/Purple/Minimalist Maven/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Night Club,Purple,Minimalist Maven,Night Club/Purple/Minimalist Maven/Dress/11.jpg,Night Club/Purple/Minimalist Maven/Accessories/purple-wedding-shoes-CBYFET.jpg
Night Club,Purple,Retro Futurism,Night Club/Purple/Retro Futurism/Dress/11.jpg,Night Club/Purple/Retro Futurism/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Night Club,Purple,Retro Futurism,Night Club/Purple/Retro Futurism/Dress/11.jpg,Night Club/Purple/Retro Futurism/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Night Club,Purple,Retro Futurism,Night Club/Purple/Retro Futurism/Dress/11.jpg,Night Club/Purple/Retro Futurism/Accessories/purple-wedding-shoes-CBYFET.jpg
Night Club,Purple,Streetwear,Night Club/Purple/Streetwear/Dress/11.jpg,Night Club/Purple/Streetwear/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Night Club,Purple,Streetwear,Night Club/Purple/Streetwear/Dress/11.jpg,Night Club/Purple/Streetwear/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Night Club,Purple,Streetwear,Night Club/Purple/Streetwear/Dress/11.jpg,Night Club/Purple/Streetwear/Accessories/purple-wedding-shoes-CBYFET.jpg
Night Club,Purple,Vintage Vibes,Night Club/Purple/Vintage Vibes/Dress/11.jpg,Night Club/Purple/Vintage Vibes/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
