Event,Color,Style,Image_Path,Type
Concert,Yellow,Retro Futurism,Concert\Yellow\Retro Futurism\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Concert,Yellow,Retro Futurism,Concert\Yellow\Retro Futurism\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Concert,Yellow,Retro Futurism,Concert\Yellow\Retro Futurism\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Concert,Yellow,Retro Futurism,Concert\Yellow\Retro Futurism\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Concert,Yellow,Streetwear,Concert\Yellow\Streetwear\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Concert,Yellow,Streetwear,Concert\Yellow\Streetwear\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Concert,Yellow,Streetwear,Concert\Yellow\Streetwear\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Concert,Yellow,Streetwear,Concert\Yellow\Streetwear\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Concert,Yellow,Streetwear,Concert\Yellow\Streetwear\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Concert,Yellow,Vintage Vibes,Concert\Yellow\Vintage Vibes\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Concert,Yellow,Vintage Vibes,Concert\Yellow\Vintage Vibes\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Concert,Yellow,Vintage Vibes,Concert\Yellow\Vintage Vibes\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Concert,Yellow,Vintage Vibes,Concert\Yellow\Vintage Vibes\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Concert,Yellow,Vintage Vibes,Concert\Yellow\Vintage Vibes\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Night Club,Black,Bold and Bright,Night Club\Black\Bold and Bright\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Night Club,Black,Bold and Bright,Night Club\Black\Bold and Bright\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Night Club,Black,Bold and Bright,Night Club\Black\Bold and Bright\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Night Club,Black,Bold and Bright,"Night Club\Black\Bold and Bright\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Night Club,Black,Bold and Bright,Night Club\Black\Bold and Bright\Accessories\images.jpg,Accessory
Night Club,Black,Casual Comfort,Night Club\Black\Casual Comfort\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Night Club,Black,Casual Comfort,Night Club\Black\Casual Comfort\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Night Club,Black,Casual Comfort,Night Club\Black\Casual Comfort\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Night Club,Black,Casual Comfort,"Night Club\Black\Casual Comfort\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Night Club,Black,Casual Comfort,Night Club\Black\Casual Comfort\Accessories\images.jpg,Accessory
Night Club,Black,Eco-Friendly Fashionista,Night Club\Black\Eco-Friendly Fashionista\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Night Club,Black,Eco-Friendly Fashionista,Night Club\Black\Eco-Friendly Fashionista\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Night Club,Black,Eco-Friendly Fashionista,Night Club\Black\Eco-Friendly Fashionista\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Night Club,Black,Eco-Friendly Fashionista,"Night Club\Black\Eco-Friendly Fashionista\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Night Club,Black,Eco-Friendly Fashionista,Night Club\Black\Eco-Friendly Fashionista\Accessories\images.jpg,Accessory
Night Club,Black,Minimalist Maven,Night Club\Black\Minimalist Maven\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Night Club,Black,Minimalist Maven,Night Club\Black\Minimalist Maven\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Night Club,Black,Minimalist Maven,Night Club\Black\Minimalist Maven\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Night Club,Black,Minimalist Maven,"Night Club\Black\Minimalist Maven\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Night Club,Black,Minimalist Maven,Night Club\Black\Minimalist Maven\Accessories\images.jpg,Accessory
Night Club,Black,Retro Futurism,Night Club\Black\Retro Futurism\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Night Club,Black,Retro Futurism,Night Club\Black\Retro Futurism\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Night Club,Black,Retro Futurism,Night Club\Black\Retro Futurism\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Night Club,Black,Retro Futurism,"Night Club\Black\Retro Futurism\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Night Club,Black,Retro Futurism,Night Club\Black\Retro Futurism\Accessories\images.jpg,Accessory
Night Club,Black,Streetwear,Night Club\Black\Streetwear\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Night Club,Black,Streetwear,Night Club\Black\Streetwear\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Night Club,Black,Streetwear,Night Club\Black\Streetwear\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Night Club,Black,Streetwear,"Night Club\Black\Streetwear\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Night Club,Black,Streetwear,Night Club\Black\Streetwear\Accessories\images.jpg,Accessory
Night Club,Black,Vintage Vibes,Night Club\Black\Vintage Vibes\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Night Club,Black,Vintage Vibes,Night Club\Black\Vintage Vibes\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Night Club,Black,Vintage Vibes,Night Club\Black\Vintage Vibes\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Night Club,Black,Vintage Vibes,"Night Club\Black\Vintage Vibes\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Night Club,Black,Vintage Vibes,Night Club\Black\Vintage Vibes\Accessories\images.jpg,Accessory
Night Club,Blue,Bold and Bright,Night Club\Blue\Bold and Bright\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Night Club,Blue,Bold and Bright,Night Club\Blue\Bold and Bright\Accessories\61Us78ljbvL.jpg,Accessory
Night Club,Blue,Bold and Bright,Night Club\Blue\Bold and Bright\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Night Club,Blue,Casual Comfort,Night Club\Blue\Casual Comfort\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Night Club,Blue,Casual Comfort,Night Club\Blue\Casual Comfort\Accessories\61Us78ljbvL.jpg,Accessory
Night Club,Blue,Casual Comfort,Night Club\Blue\Casual Comfort\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Night Club,Blue,Eco-Friendly Fashionista,Night Club\Blue\Eco-Friendly Fashionista\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Night Club,Blue,Eco-Friendly Fashionista,Night Club\Blue\Eco-Friendly Fashionista\Accessories\61Us78ljbvL.jpg,Accessory
Night Club,Blue,Eco-Friendly Fashionista,Night Club\Blue\Eco-Friendly Fashionista\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Night Club,Blue,Minimalist Maven,Night Club\Blue\Minimalist Maven\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Night Club,Blue,Minimalist Maven,Night Club\Blue\Minimalist Maven\Accessories\61Us78ljbvL.jpg,Accessory
Night Club,Blue,Minimalist Maven,Night Club\Blue\Minimalist Maven\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Night Club,Blue,Retro Futurism,Night Club\Blue\Retro Futurism\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Night Club,Blue,Retro Futurism,Night Club\Blue\Retro Futurism\Accessories\61Us78ljbvL.jpg,Accessory
Night Club,Blue,Retro Futurism,Night Club\Blue\Retro Futurism\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Night Club,Blue,Streetwear,Night Club\Blue\Streetwear\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Night Club,Blue,Streetwear,Night Club\Blue\Streetwear\Accessories\61Us78ljbvL.jpg,Accessory
Night Club,Blue,Streetwear,Night Club\Blue\Streetwear\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Night Club,Blue,Vintage Vibes,Night Club\Blue\Vintage Vibes\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Night Club,Blue,Vintage Vibes,Night Club\Blue\Vintage Vibes\Accessories\61Us78ljbvL.jpg,Accessory
Night Club,Blue,Vintage Vibes,Night Club\Blue\Vintage Vibes\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Night Club,Green,Bold and Bright,Night Club\Green\Bold and Bright\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Night Club,Green,Bold and Bright,Night Club\Green\Bold and Bright\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Night Club,Green,Bold and Bright,Night Club\Green\Bold and Bright\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Night Club,Green,Bold and Bright,Night Club\Green\Bold and Bright\Etsy-ethical-wedding-dress.png,Dress
Night Club,Green,Casual Comfort,Night Club\Green\Casual Comfort\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Night Club,Green,Casual Comfort,Night Club\Green\Casual Comfort\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Night Club,Green,Casual Comfort,Night Club\Green\Casual Comfort\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Night Club,Green,Casual Comfort,Night Club\Green\Casual Comfort\Etsy-ethical-wedding-dress.png,Dress
Night Club,Green,Eco-Friendly Fashionista,Night Club\Green\Eco-Friendly Fashionista\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Night Club,Green,Eco-Friendly Fashionista,Night Club\Green\Eco-Friendly Fashionista\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Night Club,Green,Eco-Friendly Fashionista,Night Club\Green\Eco-Friendly Fashionista\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Night Club,Green,Eco-Friendly Fashionista,Night Club\Green\Eco-Friendly Fashionista\Etsy-ethical-wedding-dress.png,Dress
Night Club,Green,Minimalist Maven,Night Club\Green\Minimalist Maven\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Night Club,Green,Minimalist Maven,Night Club\Green\Minimalist Maven\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Night Club,Green,Minimalist Maven,Night Club\Green\Minimalist Maven\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Night Club,Green,Minimalist Maven,Night Club\Green\Minimalist Maven\Etsy-ethical-wedding-dress.png,Dress
Night Club,Green,Retro Futurism,Night Club\Green\Retro Futurism\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Night Club,Green,Retro Futurism,Night Club\Green\Retro Futurism\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Night Club,Green,Retro Futurism,Night Club\Green\Retro Futurism\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Night Club,Green,Retro Futurism,Night Club\Green\Retro Futurism\Etsy-ethical-wedding-dress.png,Dress
Night Club,Green,Streetwear,Night Club\Green\Streetwear\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Night Club,Green,Streetwear,Night Club\Green\Streetwear\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Night Club,Green,Streetwear,Night Club\Green\Streetwear\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Night Club,Green,Streetwear,Night Club\Green\Streetwear\Etsy-ethical-wedding-dress.png,Dress
Night Club,Green,Vintage Vibes,Night Club\Green\Vintage Vibes\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Night Club,Green,Vintage Vibes,Night Club\Green\Vintage Vibes\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Night Club,Green,Vintage Vibes,Night Club\Green\Vintage Vibes\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Night Club,Green,Vintage Vibes,Night Club\Green\Vintage Vibes\Etsy-ethical-wedding-dress.png,Dress
Night Club,Orange,Bold and Bright,"Night Club\Orange\Bold and Bright\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Night Club,Orange,Bold and Bright,Night Club\Orange\Bold and Bright\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Night Club,Orange,Bold and Bright,Night Club\Orange\Bold and Bright\Accessories\bagorange.jpg.jpg,Accessory
Night Club,Orange,Bold and Bright,Night Club\Orange\Bold and Bright\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Night Club,Orange,Bold and Bright,Night Club\Orange\Bold and Bright\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Night Club,Orange,Casual Comfort,"Night Club\Orange\Casual Comfort\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Night Club,Orange,Casual Comfort,Night Club\Orange\Casual Comfort\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Night Club,Orange,Casual Comfort,Night Club\Orange\Casual Comfort\Accessories\bagorange.jpg.jpg,Accessory
Night Club,Orange,Casual Comfort,Night Club\Orange\Casual Comfort\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Night Club,Orange,Casual Comfort,Night Club\Orange\Casual Comfort\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Night Club,Orange,Eco-Friendly Fashionista,"Night Club\Orange\Eco-Friendly Fashionista\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Night Club,Orange,Eco-Friendly Fashionista,Night Club\Orange\Eco-Friendly Fashionista\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Night Club,Orange,Eco-Friendly Fashionista,Night Club\Orange\Eco-Friendly Fashionista\Accessories\bagorange.jpg.jpg,Accessory
Night Club,Orange,Eco-Friendly Fashionista,Night Club\Orange\Eco-Friendly Fashionista\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Night Club,Orange,Eco-Friendly Fashionista,Night Club\Orange\Eco-Friendly Fashionista\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Night Club,Orange,Minimalist Maven,"Night Club\Orange\Minimalist Maven\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Night Club,Orange,Minimalist Maven,Night Club\Orange\Minimalist Maven\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Night Club,Orange,Minimalist Maven,Night Club\Orange\Minimalist Maven\Accessories\bagorange.jpg.jpg,Accessory
Night Club,Orange,Minimalist Maven,Night Club\Orange\Minimalist Maven\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Night Club,Orange,Minimalist Maven,Night Club\Orange\Minimalist Maven\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Night Club,Orange,Retro Futurism,"Night Club\Orange\Retro Futurism\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Night Club,Orange,Retro Futurism,Night Club\Orange\Retro Futurism\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Night Club,Orange,Retro Futurism,Night Club\Orange\Retro Futurism\Accessories\bagorange.jpg.jpg,Accessory
Night Club,Orange,Retro Futurism,Night Club\Orange\Retro Futurism\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Night Club,Orange,Retro Futurism,Night Club\Orange\Retro Futurism\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Night Club,Orange,Streetwear,"Night Club\Orange\Streetwear\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Night Club,Orange,Streetwear,Night Club\Orange\Streetwear\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Night Club,Orange,Streetwear,Night Club\Orange\Streetwear\Accessories\bagorange.jpg.jpg,Accessory
Night Club,Orange,Streetwear,Night Club\Orange\Streetwear\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Night Club,Orange,Streetwear,Night Club\Orange\Streetwear\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Night Club,Orange,Vintage Vibes,"Night Club\Orange\Vintage Vibes\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Night Club,Orange,Vintage Vibes,Night Club\Orange\Vintage Vibes\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Night Club,Orange,Vintage Vibes,Night Club\Orange\Vintage Vibes\Accessories\bagorange.jpg,Accessory
Night Club,Orange,Vintage Vibes,Night Club\Orange\Vintage Vibes\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Night Club,Orange,Vintage Vibes,Night Club\Orange\Vintage Vibes\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Night Club,Purple,Bold and Bright,Night Club\Purple\Bold and Bright\11.jpg,Dress
Night Club,Purple,Bold and Bright,Night Club\Purple\Bold and Bright\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Night Club,Purple,Bold and Bright,Night Club\Purple\Bold and Bright\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Night Club,Purple,Bold and Bright,Night Club\Purple\Bold and Bright\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Night Club,Purple,Casual Comfort,Night Club\Purple\Casual Comfort\11.jpg,Dress
Night Club,Purple,Casual Comfort,Night Club\Purple\Casual Comfort\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Night Club,Purple,Casual Comfort,Night Club\Purple\Casual Comfort\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Night Club,Purple,Casual Comfort,Night Club\Purple\Casual Comfort\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Night Club,Purple,Eco-Friendly Fashionista,Night Club\Purple\Eco-Friendly Fashionista\11.jpg,Dress
Night Club,Purple,Eco-Friendly Fashionista,Night Club\Purple\Eco-Friendly Fashionista\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Night Club,Purple,Eco-Friendly Fashionista,Night Club\Purple\Eco-Friendly Fashionista\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Night Club,Purple,Eco-Friendly Fashionista,Night Club\Purple\Eco-Friendly Fashionista\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Night Club,Purple,Minimalist Maven,Night Club\Purple\Minimalist Maven\11.jpg,Dress
Night Club,Purple,Minimalist Maven,Night Club\Purple\Minimalist Maven\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Night Club,Purple,Minimalist Maven,Night Club\Purple\Minimalist Maven\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Night Club,Purple,Minimalist Maven,Night Club\Purple\Minimalist Maven\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Night Club,Purple,Retro Futurism,Night Club\Purple\Retro Futurism\11.jpg,Dress
Night Club,Purple,Retro Futurism,Night Club\Purple\Retro Futurism\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Night Club,Purple,Retro Futurism,Night Club\Purple\Retro Futurism\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Night Club,Purple,Retro Futurism,Night Club\Purple\Retro Futurism\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Night Club,Purple,Streetwear,Night Club\Purple\Streetwear\11.jpg,Dress
Night Club,Purple,Streetwear,Night Club\Purple\Streetwear\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Night Club,Purple,Streetwear,Night Club\Purple\Streetwear\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Night Club,Purple,Streetwear,Night Club\Purple\Streetwear\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Night Club,Purple,Vintage Vibes,Night Club\Purple\Vintage Vibes\11.jpg,Dress
Night Club,Purple,Vintage Vibes,Night Club\Purple\Vintage Vibes\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Night Club,Purple,Vintage Vibes,Night Club\Purple\Vintage Vibes\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Night Club,Purple,Vintage Vibes,Night Club\Purple\Vintage Vibes\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Night Club,Red,Bold and Bright,Night Club\Red\Bold and Bright\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Night Club,Red,Bold and Bright,Night Club\Red\Bold and Bright\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Night Club,Red,Bold and Bright,Night Club\Red\Bold and Bright\sustainable-summer-dresses.jpg,Dress
Night Club,Red,Casual Comfort,Night Club\Red\Casual Comfort\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Night Club,Red,Casual Comfort,Night Club\Red\Casual Comfort\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Night Club,Red,Casual Comfort,Night Club\Red\Casual Comfort\sustainable-summer-dresses.jpg,Dress
Night Club,Red,Eco-Friendly Fashionista,Night Club\Red\Eco-Friendly Fashionista\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Night Club,Red,Eco-Friendly Fashionista,Night Club\Red\Eco-Friendly Fashionista\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Night Club,Red,Eco-Friendly Fashionista,Night Club\Red\Eco-Friendly Fashionista\sustainable-summer-dresses.jpg,Dress
Night Club,Red,Minimalist Maven,Night Club\Red\Minimalist Maven\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Night Club,Red,Minimalist Maven,Night Club\Red\Minimalist Maven\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Night Club,Red,Minimalist Maven,Night Club\Red\Minimalist Maven\sustainable-summer-dresses.jpg,Dress
Night Club,Red,Retro Futurism,Night Club\Red\Retro Futurism\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Night Club,Red,Retro Futurism,Night Club\Red\Retro Futurism\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Night Club,Red,Retro Futurism,Night Club\Red\Retro Futurism\sustainable-summer-dresses.jpg,Dress
Night Club,Red,Streetwear,Night Club\Red\Streetwear\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Night Club,Red,Streetwear,Night Club\Red\Streetwear\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Night Club,Red,Streetwear,Night Club\Red\Streetwear\sustainable-summer-dresses.jpg,Dress
Night Club,Red,Vintage Vibes,Night Club\Red\Vintage Vibes\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Night Club,Red,Vintage Vibes,Night Club\Red\Vintage Vibes\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Night Club,Red,Vintage Vibes,Night Club\Red\Vintage Vibes\sustainable-summer-dresses.jpg,Dress
Night Club,Yellow,Bold and Bright,Night Club\Yellow\Bold and Bright\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Night Club,Yellow,Bold and Bright,Night Club\Yellow\Bold and Bright\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Night Club,Yellow,Bold and Bright,Night Club\Yellow\Bold and Bright\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Night Club,Yellow,Bold and Bright,Night Club\Yellow\Bold and Bright\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Night Club,Yellow,Bold and Bright,Night Club\Yellow\Bold and Bright\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Night Club,Yellow,Casual Comfort,Night Club\Yellow\Casual Comfort\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Night Club,Yellow,Casual Comfort,Night Club\Yellow\Casual Comfort\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Night Club,Yellow,Casual Comfort,Night Club\Yellow\Casual Comfort\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Night Club,Yellow,Casual Comfort,Night Club\Yellow\Casual Comfort\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Night Club,Yellow,Casual Comfort,Night Club\Yellow\Casual Comfort\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Night Club,Yellow,Eco-Friendly Fashionista,Night Club\Yellow\Eco-Friendly Fashionista\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Night Club,Yellow,Eco-Friendly Fashionista,Night Club\Yellow\Eco-Friendly Fashionista\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
